Marque,Prix,Localisation,Date_publication,Modèle,Année,Kilométrage,Carburant,Boîte vitesse,Puissance fiscale,Nombre de portes,Description
Volkswagen,35 800 TND,,,Golf 6,2010,340 km,Diesel,Manuelle,5 CV,5,Golf 6 bluemotion
Volkswagen,79 000 TND,,,Tiguan,2014,119 000 km,Diesel,Automatique,8 CV,5,"A vendre : Volkswagen Tiguan  Tres bon etat
Importe de l'Allemagne depuis 2019 en RS
Modele : Volkswagen Tiguan
Carburant : Diesel Transmission : Automatique
Type de carrosserie : 4x4
Kilometrage : 119000 km
Annee : novembre 2014
Couleur : Blanc
Etat : Tres bon etat general, interieur et exterieur propres

Equipements & Options :
 Toit panoramique ouvrant
 Jantes allu
 Systeme audio avec ecran tactile central
 Volant multifonctions
 Climatisation
 sieges chauffes
 Chauffage programmable ..."
Volkswagen,19 TND,,,Passat,2002,280 000 km,Diesel,Manuelle,7 CV,5,Etat : Globalement en bon etat avec phare AV-D & boite a gants endommages
Volkswagen,77 000 TND,,,Golf 7,2018,118 000 km,Essence,Manuelle,5 CV,5,Golf 7 toit ouvrant
Volkswagen,25 500 TND,,,Polo,2010,231 619 km,Essence,Manuelle,4 CV,5,Voiture tt options climatiseur en marche vignette payee visite technique fait le 27/03 carosserie en bonne etat moteur excellent
Volkswagen,42 000 TND,,,Golf,2010,180 000 km,Essence,Manuelle,5 CV,5,"A Vendre : Volkswagen Golf 6 - 1.4 Essence

Annee : Fin 2010
Motorisation : 1.4 essence
Kilometrage : 180 000 km
Couleur : Gris metallise
Etat : Tres propre, bien entretenue
Proprietaire : 1ere main
Interieur : sellerie en cuir

Prix legerement negociable.

Disponible immediatement
Contactez-moi sur ce numero  pour plus dinfos et programmer une visite !"
Volkswagen,6 TND,,,Golf,1990,444 km,Essence,Manuelle,6 CV,5,Voiture etat moyenne .tout les papiers sont reglees
Volkswagen,56 000 TND,,,Golf 7,2017,259 000 km,Essence,Manuelle,5 CV,5,"Importe de l'Allemagne, systeme d'aide a la conduite, frein automatique, radar avant et arriere, bien entretenu"
Volkswagen,28 000 TND,,,Golf,2006,320 000 km,Essence,Manuelle,5 CV,5,double cle
Volkswagen,22 TND,,,Golf 4,2001,450 km,Diesel,Manuelle,5 CV,5,Non disponible
Volkswagen,41 TND,,,Polo,2022,191 km,Essence,Manuelle,5 CV,5,Tlfn
Volkswagen,32 000 TND,,,Polo,2014,190 000 km,Essence,Manuelle,5 CV,5,polo 7 toute option etat neuf
Volkswagen,32 000 TND,,,Passat,2011,320 000 km,Essence,Manuelle,7 CV,5,Non disponible
Volkswagen,55 TND,,,Golf,2012,146 000 km,Essence,Manuelle,6 CV,3,"A vendre :
GOLF 6 MATCH KIT GTI COMPLET CHEZ GAMMA AUTO.
Moteur 1.2 TSI 6 ch Essence
Boite vitesse manuel de 6 rapport
Kilometrage 146000
Peiture tolerie dorigine
Tout options
2 chaise pilote
Radar et camera de recule avant et arriere
Feux directionel
Volant multifonctions
Poste tactile endroid
2 sortie d'echappemet REMUS
PRIX: 55
Numero :"
Volkswagen,123 TND,,,Golf,2013,240 km,Essence,Manuelle,5 CV,5,"Golf 7 tsi 1.2
5 cheveux essence
Moteur 09/2016
240 mille km
BVM 5 rapport
Boite a gants refrigeree
Difuseur
Retroviseurs Batman
Camera de recul
Post Android Bluetooth WiFi multimedia
Double cle
Volant multifonctions
Interieur gti cuir
Jante gti 17""
Optique gti
Pneu en tres bon etat
Accoudoir av et arr
Baguettes Lateral arriere
Vidange recemment fait avec Carnet d'entretien
Voiture tres propre avec Zero depense a prevoir
Diagnostic a volonte
Visible a Ben Arous ou tunis centre ville
Pour fixer u..."
Volkswagen,95 000 TND,,,Golf,2021,42 300 km,Essence,Manuelle,6 CV,5,Non disponible
Volkswagen,11 000 TND,,,Tiguan,1987,178 000 km,Diesel,Manuelle,6 CV,3,Volkswagen t2 6CV/5 VITESS
Volkswagen,23 000 TND,,,Caddy,2005,1 km,Diesel,Manuelle,6 CV,3,"Caddy en bon etat jamais accidente
Pneus, phares et retroviseurs en excellent etat, changes recemment
prix negociable
plus d'informations :"
Volkswagen,32 000 TND,,,Jetta,2008,208 732 km,Essence,Manuelle,7 CV,5,"Je mets en vente une voiture Volkswagen Jetta annee Decembre 2008, essence 1.6L, 7CV, boite manuelle, en bon etat"
Volkswagen,12 345 TND,,,Golf 6,2011,216 km,Diesel,Manuelle,5 CV,5,"Golf 6 TDI bluemotion SPORT
Faible consommation
Moteur 
Climatiseur glace
4 vitres electriques
Fermeture centrale a distance
Capteur avant et arriere
Limiteur et regulateur vitesse Feux avant et arriere LED"
Volkswagen,34 500 TND,,,Polo,2015,150 km,Essence,Manuelle,4 CV,5,Polo 7 restyle a vendre ou echange contre une golf 6
Volkswagen,47 500 TND,,,Golf,2014,188 000 km,Essence,Manuelle,5 CV,5,"???? Volkswagen Golf 7 | Parfaite pour la ville et la route ! ????

???? Lieu : La Soukra
???? Annee : 2014
 Carburant : [Essence]
 Transmission : [Manuelle]
???? Kilometrage : [188K]
 Moteur essence turbo
 Systeme ABS
 5 chevaux fiscaux (CV)

???? Etat impeccable, bien entretenue, aucun frais a prevoir.
???? Puissance et confort reunis dans une compacte elegante et fiable.
???? Equipements : [comme ecran tactile, sieges en cuir, etc.]
???? Consommation economique et excellente tenue de r..."
Volkswagen,1 234 TND,,,Passat,2019,15 000 km,Essence,Manuelle,7 CV,5,"VOLKSWAGEN PASSAT B8
 Tel : 53 850 850 / 94 157 778
????01-2019
????Essence 1.6L 7 CV
????Kilometrage 150 000km 
????Boite Manuelle 6 Rapports
 Digital-light
Feux de jour
Retroviseurs Chauffants
Voulant Multifonction
Parc Paket
Assistance a la conduite
Lunette et vitres arrieres avec rideaux
Superscreen
Climatronic Air control
Pack Pare-soleil ????
Android Auto ????
Apple CarPlay ????
 Pack USB Plus ????
 Assistance au freinage d'urgence ????
 Assistance de demarrage en cote..."
Volkswagen,1 234 TND,,,Golf,2021,70 000 km,Essence,Automatique,8 CV,5,"????VOLKSWAGEN GOLF 8 1ST EDITION eTSI
 Tel : 53 850 850 / 94 157 778
????08-2021
????Essence/ Hyprid 1.5L 8 CV (150CV-Din )
????Kilometrage 70 000km
 Pack 1ST EDITION 
Boulle d'attelage pivotante
Systeme SOUND 4D-Surround-Sound system 10 Haut parleurs ????????
 Digital-light avec projection ????
Clignotant Sequentiel Av/Ar
Retroviseurs rabattables a memoire
Parc Paket 360
Assistance a la conduite Plus
Boite automatique 8 vitesses
 Vitrage athermique et isolants ????
 Navigat..."
Volkswagen,Prix non specifie,,,Golf 6,2012,200 000 km,Essence,Manuelle,5 CV,5,Golf 6 toutes options a vendre . Fin annee 2012 . 200000 km . Pour plus de renseignement contacter
Volkswagen,29 000 TND,,,Golf,2011,200 km,Essence,Manuelle,6 CV,3,Non disponible
Volkswagen,23 000 TND,,,Beetle,2003,292 000 km,Diesel,Manuelle,5 CV,3,New beetle
Volkswagen,43 000 TND,,,Passat,2010,151 000 km,Essence,Automatique,9 CV,5,"Passat cc 1.8 TSI 2010 pour plus de info Telephone  , Voiture toutes options 9cv essence Tsi boite automatique 151000 kilometres en tres bonne etat , bien entretenue.
4 vitres electrique
Fermeture central de tous les vitres a distance
Alarme
Siege chauffant
2 Sieges reglable electrique
Volon multi fonction
Ordinateur de bord
Limiteur et Regulateur de vitesse
Climatiseur Climatronic
Accoudoir av et arriere
Toit ouvrant
Poste tactile,
carte memoir aux ex
Radar de recul arriere et avant
Stationneme..."
Volkswagen,31 700 TND,,,Polo,2012,189 km,Essence,Manuelle,5 CV,5,"A Vendre : Polo 7  Tres bon etat !

Une belle voiture, jamais accidentee, bien entretenue !

Moteur : 1.4 essence (5 ch)  4 cylindres
Kilometrage : 189.000 km
Boite : Manuelle
Annee : 2012
Etat : Peinture et etat d'origine 
Proprietaire : 2eme main

 Jantes alu + 4 pneus neufs
 Sieges en cuir  Interieur propre et bien entretenu
 2 airbags pour plus de securite
 Direction assistee
 Poste Android avec Bluetooth
 Radar de recul
 2 vitres electriques + fermeture centrale
 Double cle disp..."
Volkswagen,31 TND,,,Passat CC,2008,300 km,Diesel,Manuelle,7 CV,5,         
Volkswagen,20 TND,,,Fox,2010,181 km,Essence,Manuelle,4 CV,3,montage Allemagne essence 2 portes 4 places peinture original
Volkswagen,41 TND,,,Passat CC,2011,140 km,Essence,Automatique,12 CV,5,"A vendre Volkswagen Passat CC essence 2.0 TSI 210ch DSG klm 140ml consommation mixte 8.5 l/100 premiere main Tel 29 805 412
- Lecteur carte SD
- Prise auxiliaire de connexion audio
- Radio CD MP3
Kit mains-libres Bluetooth
CONDUITE
Pack Visibilite
- Allumage des phares automatique
- Capteur de pluie
- retro electrique
Frein stationnement electrique automatique
Frein stationnement automatique
Regulateur de vitesse
Siege cuire chauffant
EXTERIEUR
Jantes Alu 18""
Vitres arriere et lunette AR surtein..."
Volkswagen,28 000 TND,,,Touran,2006,278 km,Essence,Manuelle,7 CV,5,Non disponible
Volkswagen,23 TND,,,Caddy,2010,376 000 km,Diesel,Manuelle,8 CV,3,Caddy sdi
Volkswagen,72 000 TND,,,Passat,2016,137 880 km,Diesel,Manuelle,6 CV,5,A vendre Passat B8 break TDI comfortline toutes options
Volkswagen,64 000 TND,,,Golf,2019,175 000 km,Essence,Automatique,6 CV,5,"GOLF 7 1.2 TSI SMARTLINE BVA ANNEE 2019 BOITE AUTOMATIQUE (PROPRIETAIRE MEDECIN)

6 CHEVAUX ESSENCE ET CONSOMMATION ECONOMIQUE

KILOMETRAGE 175000

1 ERE MAIN ET ENTERTIEN TOTAL MAISON VOLKSWAGEN AVEC HISTORIQUE

FEUX A LED : AVANT ET ARRIERES

JANTES : EN ALLUMINIUM 15

AUTORADIO : 8 HAUT- PARLEURS

CONNECTIVITE : USB/ AUX/ BLUETOOTH

ECRAN CENTRAL

ACCOUDOIRS : AVANT/ ARRIERE

APPUIS TETES ARRIERES : 3

POMMEAU DE LEVIER DE VITESSE : CUIR

SIEGES : REGLAGE LOMBAIRE

VOLANT CUIR 3 BRANCHES MULT..."
Volkswagen,33 TND,,,Golf,2008,200 km,Essence,Manuelle,6 CV,5,Non disponible
Volkswagen,42 000 TND,,,Jetta,2011,195 km,Diesel,Manuelle,5 CV,5,"A vendre jetta 4 version MATCh TDI bande rouge
Etat Neuf.
Penture d'origine
-boite 5 mecanique
-jantes allu
-feux LED Xenon
-anti breu
-interieur cuir
-sieges electriques
- Chaise Pilote (Massage, chaufant)
-radar de stationement avant et arriere
-4 vitres electriques automatique
-accoudoir central avant et Arriere
-climatisation automatique (climatrenique)
-kit telephone
-ordinateur de bord
-Ecrant multifunction
5 chevaux TDI bande Rouge
Full options:
Climatiseur automatique bi-zone
Camera
Vola..."
Volkswagen,123 TND,,,Touareg,2013,273 000 km,Diesel,Automatique,12 CV,5,"Volkswagen Touareg Phase 2 TDI Serie 163 BVA
 Equipe d'un moteur diesel V6 de 3L, 12 CV
????Annee : 24/12/2012
???? Kilometrage : 273 000 certifies

Le Volkswagen Touareg est un choix ideal si vous recherchez un SUV haut de gamme capable de conjuguer confort, performance et polyvalence. Sa capacite de remorquage elevee et sa robustesse en font un vehicule adapte aussi bien pour une utilisation quotidienne que pour des aventures plus exigeantes a sa suspension bien reglee, offrant un excellent c..."
Volkswagen,32 000 TND,,,Polo,2012,153 000 km,Essence,Manuelle,4 CV,5,"Voiture polo 7 1.2(3cylindre)
Km 153500
Annee 2012
Prix 33000dt
Tel 51 271 736"
Volkswagen,30 000 TND,,,Polo,2012,230 000 km,Essence,Manuelle,5 CV,5,Je mets en vente ma belle voiture polo 7 tres propre et bien entretenu
Volkswagen,57 000 TND,,,Amarok,2011,230 000 km,Diesel,Manuelle,7 CV,5,AMAROK TDI 4x4
Volkswagen,80 TND,,,Golf 7,2022,9 000 km,Essence,Manuelle,8 CV,5,Golf 7 importe neuf
Volkswagen,Prix non specifie,,,Golf 3,1992,250 km,Diesel,Manuelle,6 CV,5,     **  **      **     
Volkswagen,13 000 TND,,,Golf,2000,281 000 km,Essence,Manuelle,6 CV,3,"Golf cc
Annee 2000
6 cheveux essence 1.6
Vitres electriques
Assiste"
Land rover,85 000 TND  Echange possible,,,EVOQUE,2013,165 000 km,Essence,Automatique,11 CV,4,Forsa une belle range rover evoque
Land rover,200 000 TND,,,EVOQUE,2021,15 000 km,Diesel,Manuelle,8 CV,5,Vente evoque 2021 noire toute option encore rs 15000k watsap  france
Land rover,187 000 TND,,,RANGE ROVER SPORT,2016,135 000 km,Diesel,Automatique,20 CV,5,Non disponible
Land rover,270 000 TND,,,RANGE ROVER,2017,118 000 km,Diesel,Automatique,6 CV,5,"Kilometrage 118000km
Age mai 2017
Rang rover sport generation phase 2 HSE SDV6
Diesel
Tableau de bord cockpit
contacter whatsapp
+"
Land rover,35 000 TND,,,DISCOVERY,1999,289 000 km,Diesel,Automatique,10 CV,5,Land Rover
Land rover,130 000 TND,,,EVOQUE,2016,165 000 km,Diesel,Automatique,9 CV,5,non douanee
Land rover,1 234 TND,,,RANGE ROVER,2015,11 000 km,Essence,Automatique,+20 CV,5,"????RANGE ROVER HSE AUTOBIOGRAPHIE Pavk SVR
 Tel : 53 850 850 / 94 157 778
????2015
????Essence 3.0L 24CV 
????Kilometrage 110 000km 
 AUTOBIGRAPHIE Pack SVR 
360 Camera 3D
SVR Pack
Systeme Audio MERIDIAN 4D-Surround-Sound system 10 Haut parleurs ????????
 Digital-light avec projection ????
Clignotant LED Av/Ar
Toit panoramique Ouvrant
Retroviseure Avec Camera 360
Coffre electrique
Retroviseurs rabattables a memoire
Eclairage au sol Avec LOGO Voiture
Keyless-Go
Parc Pa..."
Land rover,95 000 TND,,,EVOQUE,2014,230 000 km,Essence,Automatique,15 CV,3,"Energie : Essence 230000km
Puissance fiscal : 15 Cv
Boite automatique
toit panoramique
Feux dambiance changeable Ecran tactile tablette
Bi xenon directionnel
Sieges electriques reglable
Sonorisation MERIDIAN Volant en cuir multifonctions Retroviseurs rabattables electriques reglable
Climatronic bi zone
Vitres sur teintees
 interieur rouge
Feux full LED
radar avant et arriere.
 Siege electrique avec memoire
Jantes alu 20 pouce.
Camera
Bluetooth Prise 12v , USB
Pack night
Ord..."
Land rover,94 000 TND,,,EVOQUE,2016,178 000 km,Diesel,Automatique,8 CV,5,"Evoque blanche, interieur cuir noir, bon etat, HSE, 178000 km"
Land rover,125 000 TND,,,EVOQUE,2019,170 000 km,Diesel,Automatique,10 CV,5,"????RANGE ROVER EVOQUE Dynamic D180 FIN Serie TUN 249
 Tel : 53 850 850 / 94 157 778
????11-2018
????Diesel 2.0L 10CV (180 CV-Din / 430 Nm de Couple) 
????Kilometrage 170 000km
 Dynamic 
Systeme Audio MERIDIAN 4D-Surround-Sound system 8 Haut parleurs ????????
Toit Panoramique
 Feux Xenon ????
Clignotant LED Av/Ar
Coffre electrique
Retroviseurs rabattables
 Interieur Nappa Noir
Assistance a la conduite Plus
Boite automatique 7 vitesses
 Vitrage athermique et isolants ????
 Nav..."
Land rover,187 000 TND,,,EVOQUE,2020,70 000 km,Diesel,Automatique,14 CV,5,"????RANGE ROVER EVOQUE HSE R-Dynamic
 Tel : 53 850 850 / 94 157 778
????04-2019
????Diesel 2.0L 14CV (240 CV-Din / 500 Nm de Couple) 
????Kilometrage 70 000km
 R-Dynamic 
360 Camera 3D
Boulle d'attelage
Systeme Audio MERIDIAN 4D-Surround-Sound system 10 Haut parleurs ????????
 Digital-light avec projection ????
Clignotant Sequentiel Av/Ar
Retroviseure Interieure avec Camera
Coffre electrique
Retroviseurs rabattables a memoire
Eclairage au sol Avec LOGO Voiture
Keyless-Go
Parc..."
Citroen,Prix non specifie,,,NEMO,2012,184 000 km,Essence,Manuelle,5 CV,4,"Nemo essence 5ch 5 places peinture d&amp;#039;origine annee 2012 toutes options
Avec 184000 KLM certife et 4 pneus neufs tel 23 894 846"
Citroen,Prix non specifie,,,C4,2005,292 000 km,Essence,Manuelle,6 CV,4,"Jantes alu ;
Postes androide ;
Radar de recul ;
Camera de recul ;
Accoudoir avant ;
Fermeture centrale ;
2 vitres electriques ;
Retroviseurs reglables electriquement ;
Commandes au volant ;
Limiteur de vitesse;
4 roues neuves;
Peinture d&amp;#039;origine sauf des retouches sur les pare-chocs ;
Batterie neuve sous garantie
Climatisatiseur et chauffage en marche;
Telephone : 23 888 294"
Citroen,19 800 TND,,,C3,2007,N/A,Essence,Manuelle,4 CV,5,"Citroen C3 phase 2 modele 2007

NB: tous les parbrises dorigine Citroen 

essence  4 cv / 4 cylindres
tt options / double cle ???? disponible
visite technique fin 2026

Disponible :touza / monestir
svp seulement sur"
Citroen,30 000 TND,,,C5,2011,290 000 km,Diesel,Manuelle,6 CV,5,"AV C5
12 - 2010
290.000 km
Entretient Maison (Citroen puis Peugeot), factures a l&amp;#039;appui.
Chaine distribution et avant train recemment changes."
Citroen,Prix non specifie,,,AUTRE,2015,155 000 km,Essence,Manuelle,5 CV,5,"Avendre
Citroen C-elysee
Exclusive
Karahba nthifa barcha barcha
Mouteur 10/10
4 jante aluminium
5 pneu neuf
5 ch
Essence 
4 viltre electrique
Climatiseur electronique
Toute dorigine
Kilometrage 155000 klmtr
Sans faut
Dispo manouba
Num 56.132.373"
Citroen,Prix non specifie,,,BERLINGO,2009,221 000 km,Diesel,Manuelle,7 CV,5,"Premier main
Climatiseur en marche
Assistee
Peinture dorigine
Kilometrage 221
5 places
Gasoil
7cv
Annee 2009
Plus dinfo"
Citroen,57 000 TND,,,JUMPY,2020,120 000 km,Diesel,Manuelle,6 CV,5,"TELEPHONE *****  *****

CITROEN JUMPY IMPORTEE

3 PLACES

EN TRES BON ETAT JAMAIS

TOUCHEE A L&amp;#039;ETAT ORIGINE

ECRAN TACTILE 7 POUCES

FEUX A LED DE JOUR

AUTO RADIO COMMANDE AU VOLANT

CONNECTIVITE AUX BLUETOOTH

AIR BAG LATERAUX ET FRONTAUX

CONTROLE DES PRESSIONS DES PNEUS

AIDES AU STATIONNEMENT

ORDINATEUR DE BORD


RETROVISEURS ELECTRIQUES

VITRES ELECTRIQUES

FREIN DE STATIONNEMENT

VOLANT MULTI_FONCTION ET REGLABLE

CLIMATISEUR EN FONCTION

FERMETURE CENTRALISEE

DISPONIBLE A ARIA..."
Citroen,36 000 TND,,,C3,2018,94 000 km,Essence,Manuelle,4 CV,5,"???? A vendre : Citroen C3  1.2L Essence  2018 ( Mise en circulation : 27/12/2017 )
Kilometrage : 94 000 km
Boite : Manuelle
Couleur : Gris
Puissance fiscale : 4 CV
Carrosserie : Berline

Je mets en vente ma Citroen C3 1.2L Essence de 2018, en excellent etat general.
La voiture est propre, bien entretenue ( Suivi exclusivement chez Citroen ), economique et tres fiable. Ideale pour une utilisation quotidienne en ville ou pour les trajets longue distance.

 Caracteristiques principales :
Annee..."
Citroen,Prix non specifie,,,C3,2020,100 000 km,Essence,Manuelle,4 CV,5,Citroen C3 ????
Citroen,32 000 TND  Echange possible,,,BERLINGO,2012,267 km,Diesel,Manuelle,5 CV,3,"???? A VENDRE : Citroen Berlingo B9  2012 (Serie Tunisienne 2016  226) ????
Tres propre  Options completes  Pieces dorigine

Citroen Berlingo B9 annee 2012, passee en serie tunisienne en 2016 (226).
Vehicule en excellent etat, tout dorigine, avec un interieur (salon) 100% dorigine.
Kilometrage : 267 000 km.

 Options &amp;amp;amp; Confort :
 Climatisation
???? Direction assistee
???? Vitres electriques
???? 3 places sur la carte grise
???? Mecanique impeccable  pieces dorigine
???..."
Citroen,Prix non specifie,,,BERLINGO,2006,218 000 km,Diesel,Manuelle,4 CV,2,karahba ndhifa 0 masrouf
Citroen,Prix non specifie  Echange possible,,,C3,2009,N/A,Essence,Manuelle,5 CV,5,"  
  
Citroen c3
Model 2009
4 cilindre
5 chv
Tout option"
Citroen,30 000 TND,,,C1,2018,90 000 km,Essence,Manuelle,4 CV,5,Citroen c1 2018 penture origine premier main klm:90alf .tel:28.880.430
Citroen,24 000 TND,,,JUMPY,2010,314 000 km,Diesel,Manuelle,7 CV,4,"Citroen Jumpy 2010  Diesel  Excellent etat.
Bien entretenu et aucune depense a prevoir."
Citroen,Prix non specifie,,,C5,2012,192 000 km,Essence,Automatique,,5,"Une belle Citroen C5 ehdi tres propre et bien entretenu
Machia 192 mille
Annee 2012
Zero defaut kol chay yemchi
Voiture 2eme main jaya mine France
Moteur tres puissante et economique
Interieur et exterieur propre
Boite automatique robotisee
4 pneu neuf
Quitte chaine change chez maison avec quite embrayage et quite tendeur
Millikhir voiture ndhifa"
Citroen,18 000 TND  Echange possible,,,C3,2010,18 000 km,Essence,Manuelle,5 CV,4,Karhab nthifa mta3 kssiba ou kol chay jdid moutour ou avant train ou 3jal bako
Citroen,57 000 TND,,,JUMPY,2020,120 000 km,Diesel,Manuelle,6 CV,3,"TELEPHONE *****  *****

A VENDRE OU ECHANGE PAR VOITURE

ESSENCE MOINS CHERE

VOITURE CITROEN JUMPY IMPORTEE

EN ETAT NEUF JAMAIS

TOUCHEE A L&#039;ETAT ORIGINE

ECRAN CENTRAL 7 POUCES

FEUX A LED DE JOUR

AUTO RADIO COMMANDE AU VOLANT

CONNECTIVITE ANDROIDE AUTO/ APLE

CARPLAY / BLUETOOTH

AIR BAG LATERAUX ET FRONTAUX

ABS.

ALLUMAGE AUTOMATIQUE DES FEU

ANTI DEMARRAGE ELECTRONIQUE

CONTROLE DES PRESSIONS DES PNEUS

AIDES AU DEMARRAGE EN COTE

AIDES AU STATIONNEMENT

ORDINATEUR DE BORD


RETROV..."
Citroen,24 000 TND,,,AUTRE,2017,129 000 km,Essence,Automatique,5 CV,5,Citroen C Elysee
Citroen,22 000 TND,,,C3,2004,199 000 km,Essence,Manuelle,4 CV,5,Tres belle C3 essance en tres bon etat
Citroen,23 000 TND,,,JUMPER,2011,40 000 000 km,Diesel,Manuelle,7 CV,3,Avander camyon motour mbadel original
Citroen,30 000 000 TND,,,XSARA PICASSO,2005,263 000 000 km,Essence,Manuelle,7 CV,5,A vendre Citroen Xsara
Citroen,20 000 TND,,,C3,2006,190 000 km,Essence,Manuelle,4 CV,5,Citroen c3 tres propre ????
Citroen,28 500 TND,,,C3 PICASSO,2010,296 000 km,Essence,Manuelle,6 CV,5,Non disponible
Citroen,25 000 TND,,,AUTRE,2018,174 000 km,Essence,Manuelle,5 CV,5,Citroen c elysee Premiere main
Citroen,32 000 TND,,,C4,2014,140 000 km,Essence,Manuelle,6 CV,5,moteur mbadel 1.6 simple
Citroen,49 500 TND,,,C3,2021,122 000 km,Diesel,Manuelle,5 CV,5,"Tres belle citroen c3 moteur diesel 1,5 l derniere immatriculation tunisienne 4 cylindres diesel full options climatiseur automatique by zonnes aide au stationnement grand ecrand tactile avec connection android feux super led detecteur de feux et de pluie retro rabattable electriquement start stop gps etc rens 56 299 289"
Citroen,20 TND,,,C4,2007,420 000 km,Essence,Manuelle,7 CV,5,"a cause de depart, je mets a vendre ma voiture couleur noire"
Citroen,7 900 TND,,,ZX,1997,376 000 km,Essence,Manuelle,5 CV,5,"- Voiture mecanique ndhif mta3 5edma
- Moteur junior depuis 2023 mil vidange lil vidange mayen9os la zit la ma
- boite 5 vitesse
- feux avant LED
- voiture poinconne
- visite technique valable jusqu'a Octobre 2026
- vinignette Gaz 5alsa jusqu' Avril 2026
Num:"
Citroen,25 000 TND,,,C4,2014,200 000 km,Essence,Manuelle,6 CV,5,Vente a l'etat
Citroen,30 500 TND,,,C4,2013,224 000 km,Essence,Manuelle,5 CV,5,C4 model 2013 motorisation 1.6 essence mechia 224 Alf
Citroen,55 000 TND,,,JUMPY,2017,247 000 km,Diesel,Manuelle,7 CV,3,"Citroen Jumpy Fourgon
2.0 L HDI
Tout options
Nombre de cylindres : 4
Energie : Diesel
Puissance fiscale : 7 CV
Boite: Manuelle
Nombre de rapports : 4
Transmission : Traction
 3 place
porte electrique
 kilometrage : 220k
 annee : 2017
???? importe ""Hollande""
Disponible a tunisie"
Citroen,50 TND,,,BERLINGO II,2020,150 km,Diesel,Manuelle,5 CV,3,Non disponible
Citroen,46 500 TND,,,AUTRE,2021,159 000 km,Diesel,Manuelle,4 CV,5,K9
Citroen,3 TND,,,AX,1996,250 000 km,Essence,Manuelle,4 CV,5,En marche quelques retouches de tollerie
Citroen,29 000 TND,,,AUTRE,2016,190 000 km,Essence,Manuelle,5 CV,5,"CITROEN C-Elysee Exclusive

 Seulement 187.000 km
 2016
 5 Cv essence
 Premiere main
 Park Pilot (radar de recul)
 Aux / Mp3
 retroviseurs electriques
 4 vitres electriques
 Interieur tissu
 Boite de vitesse manuelle
 Clim
 Kit telephone main libre
 Bluetooth
 ABS
 Airbag
 Antibrouillards
 ESP

Prix : 29 000 Dt
 +216 
????Kairouan"
Citroen,1 111 TND,,,C4,2009,400 000 km,Diesel,Manuelle,5 CV,5,"A vendre une  voiture en tres bon etat , toutes options. moteur 1.6 diesel neuf.  Volant multifonctions. Tous les vitres d'origine"
Citroen,11 111 111 TND,,,C4,2009,400 000 km,Diesel,Manuelle,5 CV,5,"A vendre une  voiture en tres bon etat , toutes options. moteur 1.6 diesel neuf.  Volant multifonctions. Tous les vitres d'origine"
Citroen,33 TND,,,C3,2017,90 000 km,Essence,Manuelle,4 CV,5,Tres bon etat Prix negociable
Citroen,45 000 TND,,,C3,2024,19 500 km,Essence,Manuelle,4 CV,5,"a vendre une voiture citroen c3 toute neuve

1 ere main
-vitre avant electrique
-assiste electrique
-volant multifonctions
-clim
-ecran d'affichage
-volant reglable en hauteur et en profondeur
-feux led
-fermeture centrale a distance
- voiture 1ere main et etat toute neuve , roue de secours jamais servie
etat d'origine prix 45000 ;
pour les serieux merci d'appeler"
Citroen,23 000 TND,,,C3,2003,207 000 km,Essence,Manuelle,5 CV,5,"???? ???? ????????????????????????

???????????????? CITROEN C3 ????????????????

 Edition ???? Confort Line????

 Voiture unique 

???? Tu 120
???? 207 000 MKM avec le facteur 
 1.2 L Essence 5 CV Fiscaux
???? Modele 2003
 4 cylindres

tout option

ordinateur de bord

 Climatronic

Volant Assiste

Vitres electriques

Retroviseurs electriques

 Conde volont

Airbags

Accoudoir avant

ABS

 Capteur de lumiere

 poste CD/MP3/USB

Feux de jour
 Double cles ferme..."
Citroen,28 000 TND,,,C4,2008,252 000 km,Essence,Automatique,7 CV,5,Bva
Citroen,36 500 TND,,,C3,2020,58 000 km,Essence,Manuelle,4 CV,5,"Citroen c3 2020
premiere main
kilometrage 58 mille
Annee : 2020
4 chevaux
- Volant multifonctions
- vitres electriques
- climatisation
- Poste d'origine
- Fermeture centrale a distance
- 4 pneus dorigine
-faible consommation de carburant
Pour plus de renseignements appelez"
Citroen,25 500 TND,,,C3 II,2012,265 000 km,Essence,Manuelle,5 CV,5,C3 5chv 4 cylindes bon etat a vendre
Citroen,12 500 TND,,,BERLINGO,2002,300 km,Diesel,Manuelle,8 CV,3,Non disponible
Citroen,90 TND,,,JUMPY,2019,5 000 km,Diesel,Manuelle,6 CV,5,"Voiture importee de l'etranger en 2019 rester en cale dans le garage 5 ans sans circulation, voiture neuve.Avec option lors de son achat de maison :deux portes lateraux plus porte arriere qui devient en deux portes. TEL:"
Citroen,Prix non specifie,,,BERLINGO,2014,147 000 km,Diesel,Manuelle,5 CV,3,Non disponible
Citroen,32 TND,,,C5,2012,315 000 km,Essence,Automatique,7 CV,5,Non disponible
